Category,Text,Label,Issue?,Notes,Morris note,Unnamed: 6
foreign,תלחץ חזק על הברקס,3=habʁˈeks,,,,
foreign,אל תעזוב את הקלאץ',3=haklˈatʃ,,,,
foreign,צריך להחליף את הוישרים,3=havˈiʃeʁim,,,,
foreign,מישהו יכול לתת טרמפ,3=tʁˈemp,,,,
foreign,קניתי מכנסי ג'ינס חדשים,2=dʒˈins,,,,
foreign,אני אלבש רק טישרט,3=tˈiʃeʁt,,,,
foreign,קר פה תביא סוודר,3=swˈedeʁ,,,,
foreign,שכחתי את הז'קט בבית,2=haʒakˈet,,,,
foreign,אני כבר עם פיג'מה,3=pidʒˈama,,,,
foreign,אלו נעלי סניקרס ממש נוחות,2=snˈikeʁs,,,,
foreign,בקיץ אני לובש שורטס,3=ʃˈoʁts,,,,
foreign,זו קולקציה חדשה של המעצב,1=kolˈektsja,,,,
foreign,היא מוכרת אקססוריז בחנות שלה,2=ʔaksesoʁˈiz,,,,
foreign,התארחנו במלון בוטיק בצפון,2=butˈik,,,,
foreign,מזמן לא היינו בסינמה,3=basˈinema,,,,
foreign,בקיץ יש פסטיבל מוזיקה,2=festivˈal,,,,
foreign,יש לנו כרטיסים לאיזה קונצרט,4=kontsˈeʁt,,,,
foreign,היא שוכרת סטודיו לאמנות,2=stˈudjo,,,,
foreign,היינו בתערוכה באיזו גלריה,3=ɡalˈeʁja,,,,
foreign,הילדים נהנו מהסיור במוזיאון,3=bamuzeʔˈon,,,,
foreign,הערב אנחנו הולכים לתיאטרון,3=lateʔatʁˈon,,,,
foreign,אני מעדיף לראות סרטי אקשן,4=ʔˈekʃen,,,,
foreign,אל תעשה מזה דרמה,3=dʁˈama,,,,
foreign,צחקנו המון בסרט קומדיה,3=komˈedja,,,,
foreign,היא שומעת רק שירי פופ,4=pˈop,,,,
foreign,פעם אהבתי מוזיקת רוק,3=ʁˈok,,,,
foreign,פתאום היה לי פלאשבק,3=flˈeʃbek,,,,
foreign,תיזהר לא לעשות ספוילר,3=spˈojleʁ,,,,
foreign,שיניתי את התמונה בפרופיל,3=bapʁofˈil,,,,
foreign,אין לי אשראי של ויזה,4=vˈiza,,,,
foreign,זה פלוס גדול לעסקה,1=plˈus,,,,
foreign,קר בחוץ שתי מעלות מינוס,4=mˈinus,,,,
foreign,זו לא אופציה טובה כרגע,2=ʔˈoptsja,,,,
foreign,הרעיון מבוסס על קונספט שונה,3=kˈonsept,,,,
foreign,זה קריטריון חשוב בקבלה לעבודה,1=kʁiteʁjˈon,,,,
foreign,חום הוא סימפטום של המחלה,2=simptˈom,,,,
foreign,אני לא מבין שום דבר בפוליטיקה,5=bapolˈitika,,,,
foreign,חשוב לשמור על ערכי הדמוקרטיה,4=hademokʁˈatja,,,,
foreign,למדנו על זה בשיעור היסטוריה,4=histˈoʁja,,,,
foreign,המבחן מחר במתמטיקה יהיה קשה,2=bematemˈatika,,,,
foreign,זה חוק ידוע בפיזיקה,3=befˈizika,,,,
foreign,היא התחילה ללמוד באוניברסיטה,3=baʔunivˈeʁsita,,,,
foreign,הוא קיבל מלגה לאיזה קולג',4=kˈoledʒ,,,,
foreign,הרצאה של איזה פרופסור מפורסם,3=pʁofˈesoʁ,,,,
foreign,להיות סטודנט זה לא תמיד קל,1=studˈent,,,,
foreign,הוא איש חשוב בתוך האקדמיה,4=haʔakadˈemja,,,,
foreign,זה עובד לפי מודל כלכלי,3=modˈel,,,,
foreign,נקלענו לאיזו סיטואציה לא נעימה,2=situʔˈatsja,,,,
foreign,יש פה קונפליקט בין הצדדים,2=konflˈikt,,,,
foreign,לא צריך להכניס אגו לעניין,3=ʔˈeɡo,,,,
foreign,נשארה לו טראומה מהתאונה ההיא,2=tʁˈaʔuma,,,,
foreign,השיר הזה תמיד עושה לי נוסטלגיה,5=nostˈalɡja,,,,
foreign,זה רק עולם וירטואלי בסוף,3=viʁtuʔˈali,,,,
foreign,קשה להיות אובייקטיבי במקרה כזה,2=ʔobjektˈivi,,,,
foreign,הנושא הזה כבר לא רלוונטי,4=ʁelevˈanti,,,,
foreign,הטיול הזה היה ממש ספונטני,4=spontˈani,,,,
foreign,מה סטטוס הפרויקט נכון לעכשיו,1=stˈatus,,,,
foreign,צילמתי סרטון וידאו של ההופעה,2=vˈidjo,,,,
foreign,תעביר את זה עם מרקר צהוב,4=mˈaʁkeʁ,,,,
foreign,קנינו שזלונג נוח מאוד לסלון החדש.,1=ʃezlˈonɡ,x,,,
foreign,מישהו יכול להביא לי מיקרופון,4=miˈkʁofon,x,,stress?,4=mikʁˈofon
foreign,הילד נוסע על קורקינט חשמלי,3=kˈoʁkinet,x,,,
foreign,אני מקשיב לאיזה פודקאסט מעניין,3=pˈodkast,x,,,
foreign,צריך לקפוץ אל הסופרמרקט לקנות חלב,3=hasˈupeʁmaʁket,x,,,
foreign,תכניס את כל הפירות לתוך הבלנדר,5=hablˈendeʁ,x,,,
foreign,נגמרה לי הבטריה בשעון,2=habataʁˈija,x,,,
foreign,אני צריך ללכת אל הבנק היום,4=habˈank,x,,,
foreign,הוא מתנהג בצורה ממש אגרסיבית,4=ʔaɡʁesˈivit,x,,glottal,
foreign,כולם נכנסו לאיזו פאניקה מוגזמת,3=pˈanika,x,,,
foreign,העוגה הזאת מלאה בכל מיני קלוריות,5=kalˈoʁijot,x,,,
foreign,הרופא אמר לי לקחת ויטמינים,4=vitamˈinim,x,,,
foreign,ממחר אני מתחיל דיאטה חדשה,3=dijˈeta,x,,,
foreign,קניתי צלחות יפות מקרמיקה,3=mikeʁˈamika,x,,,
foreign,המחיר של זה הוא מאה דולר,5=dˈolaʁ,x,,,
foreign,לקחתי את הכלב אל הוטרינר,4=havetʁinˈaʁ,x,,,
foreign,אנחנו מחכים לך עכשיו בתוך הטרמינל,5=hateʁminˈal,x,,,
foreign,תחמם את האוכל בתוך המיקרוגל,4=hamiˈkʁoɡal,x,,stress?,
foreign,קניתי קונסולה חדשה של משחקים,1=konsˈola,x,,,
foreign,הבאתי טרמוס עם תה חם,1=tˈeʁmos,x,,,
foreign,צריך להחליף פילטר במזגן הזה,2=fˈilteʁ,x,,,
foreign,זה קמפיין פרסום ממש מוצלח,1=kampˈejn,x,,IPA? kamp'ejn,
foreign,היא שמה מייקאפ לפני המסיבה,2=mˈejkap,x,,,
foreign,נגמר לי השמפו במקלחת היום,2=haʃampˈo,x,,,
foreign,יש לו רכב אוטומטי חדש,3=ʔotomˈati,x,,glottal,
foreign,החנתי את הרכב בתוך הגראז',4=haɡaʁˈaʒ,x,,,
foreign,הרכבנו ביחד פאזל של אלף חלקים,2=pˈazel,x,,,
names,איזה סבטוחה עשית פה,1=sabatˈuχa,,,,
names,"דני, איפה התיק שלך?",0=dˈani,,,,
names,"נועה, איפה התיק שלך?",0=nˈoʔa,,,,
names,"הכנתי מקום ישיבה בשבילך, איילה.",4=ʔajalˈa,,,,
names,"לא ציפיתי להתנהגות כזו ממך, דנה.",5=dˈana,,,,
names,איתי אמרתי לך שתבוא מוקדם.,0=ʔitˈaj,,,,
names,יוסי איפה התיק שלך?,0=jˈosi,,,,
names,טלי האוטו שלך חונה בחוץ.,0=tˈali,,,,
names,מאיה הכל בסדר איתך?,0=mˈaja,,,,
names,רוני אני זורמת איתך לכל מקום.,0=ʁˈoni,,,,
names,אבי ראיתי אותך אתמול בעיר.,0=ʔˈavi,,,,
names,גיא מה קורה אצלך בעבודה?,0=ɡˈaj,,,,
names,רועי המטען נשאר אצלך בבית.,0=ʁoʔˈi,,,,
names,תמר המטען נשאר אצלך בבית.,0=tamˈaʁ,,,,
names,נהוראי הטלפון שלך מצלצל כבר שעה.,0=nehoʁˈaj,,,,
names,הודיה הטלפון שלך מצלצל כבר שעה.,0=hodajˈa,,,,
names,איתמר איפה האופנוע שלך חונה?,0=ʔˈitamaʁ,,,,
names,אביגיל הכל זורם איתך?,0=ʔaviɡˈajil,,,,
names,נויה יש לך אולי מטען בשבילי?,0=nˈoja,,,,
names,הלל מגיע לך ליהנות קצת.,0=halˈel,,,,
names,אבישג אני אראה אותך מחר?,0=ʔaviʃˈaɡ,,,,
names,ליאל לא שמעתי ממך מילה כל היום.,0=liʔˈel,,,,
names,תהילה הכל בסדר אצלך?,0=tehilˈa,,,,
names,נופר המעיל שלך נשאר אצלי באוטו.,0=nofˈaʁ,,,,
names,ליאן אני אדבר איתך כבר מחר בבוקר.,0=liʔˈan,,,,
names,עידו מתי אתה מגיע לפה?,0=ʔiˈdo,,,,
names,ירון ראיתי אתמול את אחיך.,0=jaʁˈon,,,,
names,יניב מה קורה עם המבחן?,0=janˈiv,,,,
names,אורן התיק שלך במשרד.,0=ʔˈoʁen,,,,
names,אלי אתה בא למשחק היום?,0=ʔˈeli,,,,
names,אלעד תביא איתך מים.,0=ʔelʔˈad,,,,
names,יואב שכחת את המפתחות שוב.,0=joʔˈav,,,,
names,עידן כמה זמן ייקח לך להגיע?,0=ʔidˈan,,,,
names,שרון איפה שמת את המחשב?,0=ʃaʁˈon,,,,
names,ליאור תקנה לחם בדרך חזרה.,0=liʔˈoʁ,,,,
names,עדי מתי אנחנו נפגשות?,0=ʔadˈi,,,,
names,מיכל תודה על העזרה אתמול.,0=miχˈal,,,,
names,מורן התקשרתי אלייך בבוקר.,0=moʁˈan,,,,
names,קרן המצגת שלך הייתה מצוינת.,0=kˈeʁen,,,,
names,דפנה תשמרי לי מקום.,0=dafnˈa,,,,
names,שירלי איזה יום בשבוע נוח לך?,0=ʃˈiʁli,,,,
names,ענת סיימת את העבודה שלך?,0=ʔanˈat,,,,
names,יעל הכל נשאר אותו דבר.,0=jaʔˈel,,,,
names,מירי ראית מה קרה אתמול?,0=mˈiʁi,,,,
names,רותם תגיד לי אם אתה בא.,0=ʁˈotem,,,,
names,מתן רציתי לשאול אותך שאלה.,0=matˈan,,,,
names,שי איך הייתה החופשה שלך?,0=ʃˈaj,,,,
names,ניר אל תשכח להתקשר לרופא.,0=nˈiʁ,,,,
names,גלעד תביא לי את הספר ההוא.,0=ɡilʔˈad,,,,
names,ארז המכונית צריכה טיפול.,0=ʔˈeʁez,,,,
names,עומר מה התוכניות שלך למחר?,0=ʔˈomeʁ,,,,
names,אסף תשמור על אחותך הקטנה.,0=ʔasˈaf,,,,
names,חן אני ממש עייפה היום.,0=χˈen,,,,
names,אלון כמה עולה הכרטיס הזה?,0=ʔalˈon,,,,
names,שחר תיקח את הכלב לטיול.,0=ʃˈaχaʁ,,,,
names,יובל תנעל את הדלת בבקשה.,0=juvˈal,,,,
names,זיו הבנתי שאתה עובר דירה.,0=zˈiv,,,,
names,נעם מה אתה רוצה לאכול הערב?,0=nˈoʔam,,,,
names,הילה המבחן עבר בהצלחה.,0=hilˈa,,,,
names,אורית מתי מתחיל הסרט?,0=ʔoʁˈit,,,,
names,דורון תדליק את המזגן בסלון.,0=doʁˈon,,,,
names,ברק מישהו חיפש אותך בטלפון.,0=baʁˈak,,,,
names,ליהי איפה החולצה הכחולה שלי?,0=lˈihi,,,,
names,צחי שלחתי לך מייל חשוב.,0=tsˈaχi,,,,
names,קובי תבדוק אם נשאר חלב.,0=kˈobi,,,,
names,שלומי מתי אתה יוצא מהעבודה?,0=ʃlˈomi,,,,
names,מאור אל תאחר לפגישה מחר.,0=maʔˈoʁ,,,,
names,אליאב סגרת את החלון בחדר?,0=ʔeliʔˈav,,,,
names,נעמה איזה יופי לראות אותך.,0=naʔamˈa,,,,
names,גלית קניתי לך מתנה קטנה.,0=ɡalˈit,,,,
names,אורלי תזכירי לי להתקשר אליו.,0=ʔˈoʁli,,,,
names,משה אתה צריך עזרה עם זה?,0=mˈoʃe,,,,
names,דוד אני כבר מחכה לך בחוץ.,0=davˈid,,,,
names,יצחק תכבה את האור כשאתה יוצא.,0=jˈitsχak,,,,
names,אהרון תשאל את המורה על התרגיל.,0=ʔahaʁˈon,,,,
names,שרה הכנתי עוגה טעימה לשבת.,0=sˈaʁa,,,,
names,רבקה המרק חם מאוד עכשיו.,0=ʁivkˈa,,,,
names,רחל אני אלך לישון מוקדם היום.,0=ʁaχˈel,,,,
names,לאה השארתי את הכסף על השולחן.,0=leʔˈa,,,,
names,פנינה מתי אפשר לבוא לבקר?,0=pninˈa,,,,
names,שושנה תשלחי לי הודעה כשתגיעי.,0=ʃoʃanˈa,,,,
names,יפה החבילה שלך הגיעה לדואר.,0=jˈafa,,,,
names,מרים איפה אפשר למצוא את זה?,0=miʁjˈam,,,,
names,אסתר את יודעת מה השעה?,0=ʔestˈeʁ,,,,
names,יהודה הכלב לא מפסיק לנבוח.,0=jehudˈa,,,,
names,בנימין הבגדים עדיין רטובים.,0=binjamˈin,,,,
names,שמעון אני לא מסכים איתך בכלל.,0=ʃimʔˈon,,,,
names,ראובן בוא נלך לאכול איפשהו.,0=ʁeʔuvˈen,,,,
names,אורי הילד שלך בוכה בחוץ.,0=ʔˈuʁi,,,,
names,אמיר קנית כרטיסים למשחק הערב?,0=ʔamˈiʁ,,,,
names,אופיר הכל בסדר בעבודה החדשה?,0=ʔofˈiʁ,,,,
names,אוהד תעזור לי להרים את הארגז.,0=ʔohˈad,,,,
names,הדר מתי יש לך יום הולדת?,0=hadˈaʁ,,,,
names,רעות תביאי שמיכה כי קר פה.,0=ʁeʔˈut,,,,
names,דקלה תשמעי את השיר החדש הזה.,0=diklˈa,,,,
names,ענבל התור שלך לרופא בוטל.,0=ʔinbˈal,,,,
names,יפעת המסעדה פתוחה היום בערב?,0=jifʔˈat,,,,
names,לירון מה עשית בסוף השבוע?,0=liʁˈon,,,,
names,אילן אני מחפש את הטלפון שלי.,0=ʔilˈan,,,,
names,נדב תחזור הביתה לפני החושך.,0=nadˈav,,,,
names,אליהו הרכב לא מניע לי הבוקר.,0=ʔelijˈahu,,,,
names,יונתן הבאתי לך את הספר שביקשת.,0=jonatˈan,,,,
names,אריאל מצאתי את המפתחות שאיבדת.,0=aʁiʔˈel,,,,
names,בר אני אדבר איתך מאוחר יותר.,0=bˈaʁ,,,,
names,שיר יש לך רעיון מה לעשות?,0=ʃˈiʁ,,,,
names,מור קראתי את הכתבה שלך אתמול.,0=mˈoʁ,,,,
names,רז תגיד לי אם אתה צריך משהו.,0=ʁˈaz,,,,
names,דור איך עבר המבחן בפיזיקה?,0=dˈoʁ,,,,
names,דין איפה שמים את הפח הזה?,0=dˈin,,,,
names,בן המחשב שלי הפסיק לעבוד שוב.,0=bˈen,,,,
names,רון איזה מזג אוויר יפה היום.,0=ʁˈon,,,,
names,זאב תקרא את המכתב שקיבלת מהבנק.,0=zeʔˈev,,,,
names,צבי איפה אתה קונה את הירקות שלך?,0=tsvˈi,,,,
names,דוב העוגיות האלה ממש טעימות.,0=dˈov,,,,
names,אריה תשב פה רגע לידי.,0=ʔaʁjˈe,,,,
names,נתן ראיתי את זה כבר בטלוויזיה.,0=nˈatan,,,,
names,פלג מה רצית לומר לי בבוקר?,0=pˈeleɡ,,,,
names,אפיק המגבות בארון למעלה.,0=ʔafˈik,,,,
names,ירדן אל תשכחי לנעול את הרכב.,0=jaʁdˈen,,,,
names,כנרת איפה את חושבת שתהיי מחר?,0=kinˈeʁet,,,,
names,גולן נראה לי שירד גשם הערב.,0=ɡolˈan,,,,
names,אלמוג שמעת על מה שקרה בחדשות?,0=ʔalmˈoɡ,,,,
names,ענבר המנהל רוצה לדבר איתך דחוף.,0=ʔinbˈaʁ,,,,
names,ספיר התכשיט הזה מאוד יפה עליך.,0=sapˈiʁ,,,,
names,יהלום תזהרי לא ליפול שם במדרגות.,0=jahalˈom,,,,
names,טופז באיזו שעה יוצאת הרכבת מפה?,0=topˈaz,,,,
names,ברקת קניתי שמלה חדשה למסיבה הערב.,0=baʁkˈat,,,,
names,פז אני מקווה שיהיה בסדר מחר.,0=pˈaz,,,,
names,כספי למה אתה לא עונה לטלפונים?,0=kˈaspi,,,,
names,גפן תשתי קצת מים אחרי האימון.,0=ɡˈefen,,,,
names,תומר איך מגיעים לתחנה המרכזית עכשיו?,0=tˈomeʁ,,,,
names,אלכס המרק מוכן וצריך לאכול מהר.,0=ʔˈaleks,,,,
names,סתיו העלים כבר התחילו ליפול בחוץ.,0=stˈav,,,,
names,אביב המזגן שוב לא עובד כמו שצריך.,0=ʔavˈiv,,,,
names,עופר יש עומס תנועה בדרך אליך.,0=ʔˈofeʁ,,,,
names,ליבנת התשובה שנתת הייתה מאוד נכונה.,0=livnˈat,,,,
names,קורל בואי נשב לשתות קפה איפשהו.,0=koʁˈal,,,,
names,יהב האוטובוס עבר פה לפני דקה.,0=jahˈav,,,,
names,עילאי אל תדאג הכל יהיה בסדר.,0=ʔilˈaj,,,,
names,אגם המים בים היום נעימים לשחייה.,0=ʔaɡˈam,,,,
names,מעיין תביאי את המחברת שלך לשיעור.,0=maʔajˈan,,,,
names,רינת שמעתי שאת טסה לחוץ לארץ.,0=ʁinˈat,,,,
names,רונית הצלחת לסיים את הפרויקט בזמן?,0=ʁonˈit,,,,
names,אלונה מצאתי סוף סוף את המשקפיים שלי.,0=ʔalˈona,,,,
names,מאירה מישהו דופק בדלת כבר חמש דקות.,0=meʔˈiʁa,,,,
names,ינון איך עברה הפגישה שלך בצהריים?,0=jinˈon,,,,
names,שילה אנחנו צריכים לצאת מיד למסיבה.,0=ʃilˈo,,,,
names,מלאכי העץ בחצר שלנו נפל בסערה.,0=malʔaχˈi,,,,
names,אליסף התנור כבר חם ואפשר להכניס.,0=ʔeljasˈaf,,,,
names,עמיחי הילדים מחכים לך מחוץ לבית הספר.,0=ʔamiχˈaj,,,,
minimal stress pairs,הוא קיבל מכה כואבת בתוך ברך ימין,5=bˈeʁeχ,,,,
minimal stress pairs,הרב ברך את כל הקהל בברכת שלום,1=beʁˈeχ,,,,
minimal stress pairs,הם ישבו בפאב ושתו בירה קרה,4=bˈiʁa,,,,
minimal stress pairs,ירושלים היא עיר הבירה של ישראל,3=habiʁˈa,,,,
minimal stress pairs,אני אוהב להתעורר מוקדם בבוקר,4=babˈokeʁ,,,,
minimal stress pairs,הבוקר רכב על הסוס בשדות הפתוחים,0=bokˈeʁ,,,,
minimal stress pairs,הגובה של המגדל הזה מרשים מאוד,0=hagˈova,,,,
minimal stress pairs,הגובה הגיע כדי לאסוף את החוב,0=hagovˈe,,,,
minimal stress pairs,החוטפים דרשו כופר גבוה תמורת השחרור,2=kˈofeʁ,,,,
minimal stress pairs,הוא כופר בקיומו של כוח עליון,1=kofˈeʁ,,wrong stress,,
minimal stress pairs,הוא איבד נעל אחת בדרך לבית,2=nˈaʔal,,,,
minimal stress pairs,הוא נעל את הדלת לפני שיצא,1=naʔˈal,,,,
minimal stress pairs,היה לו נחת רוח מההישגים של ילדיו,2=nˈaχat,,,,
minimal stress pairs,המטוס נחת בשלום על המסלול,1=naχˈat,,,,
minimal stress pairs,אנחנו אוכלים אורז לבן עם ירקות,2=ʔˈoʁez,,,,
minimal stress pairs,הוא אורז את המזוודה לקראת הטיסה,1=oʁˈez,,,,
minimal stress pairs,הוא מכין אוכל טעים לכל המשפחה,2=ʔˈoχel,,,,
minimal stress pairs,הילד אוכל תפוח אדום בגינה,1=ʔoχˈel,,grammar?,,
minimal stress pairs,הוא הגיע לבקר אותנו רק פעם אחת,5=pˈaʔam,,,,
minimal stress pairs,הלב שלו פעם בחוזקה מרוב התרגשות,2=paʔˈam,,,,
minimal stress pairs,יש פער גדול בין הציפיות למציאות,1=pˈaʔaʁ,,,,
minimal stress pairs,הוא פער את פיו בתדהמה גדולה,1=paʔˈaʁ,,,,
minimal stress pairs,היה לו פחד גדול מהחושך,2=pˈaχad,,,,
minimal stress pairs,הוא פחד לצאת לבד בלילה,1=paχˈad,,repeats from above,,
minimal stress pairs,הוא אכל פיתה חמה עם חומוס,2=pˈita,,repeats from above,,
minimal stress pairs,הוא פיתה את הילדים בעזרת סוכריות,1=pitˈa,,,,
minimal stress pairs,הזמנו פיצה משפחתית עם תוספות,1=pˈitsa,,bad IPA,,
minimal stress pairs,הוא פיצה את חברו על הנזק שנגרם,1=pitsˈa,,bad IPA,,
minimal stress pairs,היה לו רעד קל בידיים מהקור,2=ʁˈaʔad,,bad IPA,,
minimal stress pairs,הוא רעד מפחד כששמע את הרעש,1=ʁaʔˈad,,bad IPA,,
minimal stress pairs,הילדים רצו מהר מאוד אל המגרש,1=ʁˈatsu,,bad IPA,,
minimal stress pairs,הם רצו לקנות מתנה יפה לאמא,1=ʁatsˈu,,bad IPA,,
minimal stress pairs,הוא השאיר רושם מצוין בראיון,2=ʁˈoʃem,,rude text to remove? And missing glottal stop,,
minimal stress pairs,הוא רושם את כל הפרטים במחברת,1=ʁoʃˈem,,,,
minimal stress pairs,יש לאוכל הזה טעם מיוחד מאוד,3=tˈaʔam,,bad IPA,,
minimal stress pairs,הוא טעם מהתבשיל כדי לבדוק תיבול,1=taʔˈam,,missing  ʔ,,
minimal stress pairs,היא הכינה פשטידת תרד ובולגרית,3=tˈeʁed,,grammar,,
minimal stress pairs,בבקשה תרד למטה להביא את הדואר,1=teʁˈed,,missing ʔ,,
minimal stress pairs,הוא תוקף את היריב בכל הכוח,1=tokˈef,,missing ʔ,,
minimal stress pairs,המסמך הזה כבר אינו בתוקף,5=tˈokef,,not homograph stress,,
minimal stress pairs,הוא עשה צעד אחד קדימה לעבר הבמה,2=tsˈaʔad,,not homograph stress,,
minimal stress pairs,החייל צעד בגאווה בתוך המצעד,1=tsaʔˈad,,not homograph stress,,
minimal stress pairs,הוא צפה בטלוויזיה במשך שעות,1=tsafˈa,,"bad IPA, not homograph stress",,
minimal stress pairs,הקצפת צפה על פני השוקו החם,1=tsˈafa,,not homograph stress,,
minimal stress pairs,הוא משתמש בצופן סודי להודעה,2=betsˈofen,,not homograph stress,,
minimal stress pairs,הוא צופן בחובו סודות רבים,1=tsofˈen,,not homograph stress,,
minimal stress pairs,יש צורך דחוף בתיקון התקלה,1=tsˈoʁeχ,,not homograph stress,,
minimal stress pairs,הוא צורך הרבה אנרגיה במהלך היום,1=tsoʁˈeχ,,not homograph stress,,
minimal stress pairs,היו לו רק כמה גרושים בכיס,4=gʁˈuʃim,,not homograph stress,,
minimal stress pairs,הם גרושים כבר יותר מעשר שנים,1=gʁuʃˈim,,not homograph stress,,
minimal stress pairs,היא לבשה חצאית מיני קצרה,3=mˈini,,not homograph stress,,
minimal stress pairs,הוא התמודד עם דחף מיני חזק,4=minˈi,,not homograph stress,,
minimal stress pairs,היא מנגנת על אורגנית בחדרה,3=oʁganˈit,,,,
minimal stress pairs,היא קונה רק תוצרת אורגנית,4=oʁgˈanit,,also word 3,,
minimal stress pairs,הוא הרגיש זעם רב על העוול,2=zˈaʔam,,repeated from above,,
minimal stress pairs,הוא זעם על העובדים שלו אתמול,1=zaʔˈam,,repeated from above,,
minimal stress pairs,היה לו כעס עצור בתוך הלב,2=kˈaʔas,,not homograph stress,,
minimal stress pairs,הוא כעס מאוד כששמע את החדשות,1=kaʔˈas,,"bad IPA, not homograph stress",,
minimal stress pairs,יש עליו לחץ רב בעבודה,2=lˈaχats,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא לחץ על הכפתור כדי להתחיל,1=laχˈats,,not homograph stress,,
minimal stress pairs,הוא עוסק בתוך סחר בינלאומי,3=sˈaχaʁ,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא סחר ביהלומים יקרי ערך,1=saχˈaʁ,,not homograph stress,,
minimal stress pairs,הוא שמע לחש חרישי בחדר,2=lˈaχaʃ,,not homograph stress,,
minimal stress pairs,הוא לחש לה סוד באוזן,1=laχˈaʃ,,not homograph stress,,
minimal stress pairs,האריה הוא חיה חזקה ומלכותית,2=χajˈa,,"bad IPA, not homograph stress",,
minimal stress pairs,היא חיה בקיבוץ במשך שנים,1=χˈaja,,not homograph stress,,
minimal stress pairs,הרופא בדק את דופק הלב שלו,3=dˈofek,,not homograph stress,,
minimal stress pairs,מישהו דופק חזק על הדלת,1=dofˈek,,"bad IPA, not homograph stress",,
minimal stress pairs,הדבורה השאירה עוקץ בתוך העור,2=ʔˈokets,,not homograph stress,,
minimal stress pairs,הוא עוקץ את חבריו בבדיחות,1=ʔokˈets,,not homograph stress,,
minimal stress pairs,הגיע רק קומץ קטן של אנשים,3=kˈomets,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא קומץ את ידו לאגרוף,1=komˈets,,not homograph stress,,
minimal stress pairs,יש לו אוסף גדול של בולים,2=ʔˈosef,,not homograph stress,,
minimal stress pairs,הוא אוסף את הילדים מהגן,1=ʔosˈef,,not homograph stress,,
minimal stress pairs,היה לו דחף פתאומי לרוץ,2=dˈaχaf,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא דחף את העגלה הכבדה,1=daχˈaf,,bad IPA,,
minimal stress pairs,הצבא הנחית מכה של מחץ,4=mˈaχats,,bad stress,,
minimal stress pairs,הוא מחץ את הזבוב על הקיר,1=maχˈats,,bad stress,,
minimal stress pairs,היא שותה קולה קרה עם קרח,2=kˈola,,bad stress,,
minimal stress pairs,קולה היה נעים מאוד,0=kolˈa,,bad stress,,
minimal stress pairs,היא רצה מהר כדי להספיק לאוטובוס,1=ʁˈatsa,,bad stress,,
minimal stress pairs,הוא רצה לקנות מכונית חדשה,1=ʁatsˈa,,bad stress,,
minimal stress pairs,הוא הרגיש כאב בתוך עורף הצוואר,4=ʔˈoʁef,,"bad stress, missing glottal stop",,
minimal stress pairs,התליין עורף את ראש הנידון,1=ʔoʁˈef,,bad stress,,
minimal stress pairs,השמש זורחת במזרח כל בוקר,0=haʃˈemeʃ,,bad stress,,
minimal stress pairs,הוא שמש כעוזר בבית הכנסת,1=ʃemˈeʃ,,bad stress,,
minimal stress pairs,קראתי את המאמר בתוך פרק א',4=pˈeʁek,,bad stress,,
minimal stress pairs,הוא פרק את כל הציוד מהמשאית,1=peʁˈek,,bad stress,,
minimal stress pairs,אני אוהב לאכול סלט עם טחינה,5=tχˈina,,bad stress,,
minimal stress pairs,פעולת טחינה של הקפה לוקחת זמן,1=tχinˈa,,"bad stress, grammar?",,
minimal stress pairs,החברה מפעילה הרבה בוטים לקידום,3=bˈotim,,bad stress,,
minimal stress pairs,הם אנשים בוטים וגסי רוח,2=botˈim,,bad stress,,
minimal stress pairs,טיילנו ליד נחל יפה בצפון,2=nˈaχal,,bad stress,,
minimal stress pairs,הוא נחל הצלחה גדולה בפרויקט,1=naχˈal,,bad stress,,
minimal stress pairs,היא קלעה צמה ארוכה בשיער,2=tsamˈa,,bad stress,,
minimal stress pairs,היא צמה כל יום שש שעות,1=tsˈama,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא שתה כוס מים קרים,1=ʃatˈa,,"bad IPA, not homograph stress",,
minimal stress pairs,היא שתה בספינה גדולה,1=ʃˈata,,not homograph stress,,
minimal stress pairs,היא אפתה חלה מתוקה לשבת,2=χalˈa,,not homograph stress,,
minimal stress pairs,השנה חלה עליית מחירים גדולה,1=χˈala,,,,
minimal stress pairs,נשמע רעם חזק בשמיים,1=ʁˈaʔam,,,,
minimal stress pairs,קולו רעם בתוך החדר הסגור,1=ʁaʔˈam,,,,
minimal stress pairs,היה סחף גדול של אדמה בגשם,1=sˈaχaf,,"bad IPA, not homograph stress",,
minimal stress pairs,הנאום שלו סחף את כל הקהל,2=saχˈaf,,not homograph stress,,
minimal stress pairs,היה דחק גדול בתוך התור,1=dˈaχak,,repeated from above,,
minimal stress pairs,הוא דחק בו לסיים את העבודה,1=daχˈak,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא השתמש במחק כדי לתקן,2=bemˈaχak,,not homograph stress,,
minimal stress pairs,הוא מחק את כל הקבצים בטעות,1=maχˈak,,"bad IPA, not homograph stress",,
minimal stress pairs,הוא בעל את הקרקע,1=baʔˈal,,not homograph stress,,
