Category,Text,Label
names,"נועה, איפה התיק שלך?",0=nˈoa
names,"הכנתי מקום ישיבה בשבילך, איילה.",4=ʔajalˈa
names,"לא ציפיתי להתנהגות כזו ממך, דנה.",5=dˈana
names,איתי אמרתי לך שתבוא מוקדם.,0=ʔitˈai
names,יוסי איפה התיק שלך?,0=jˈosi
names,טלי האוטו שלך חונה בחוץ.,0=tˈali
names,מאיה הכל בסדר איתך?,0=mˈaja
names,רוני אני זורמת איתך לכל מקום.,0=ʁˈoni
names,אבי ראיתי אותך אתמול בעיר.,0=ʔˈavi
names,גיא מה קורה אצלך בעבודה?,0=ɡai
names,רועי המטען נשאר אצלך בבית.,0=ʁoˈi
names,תמר המטען נשאר אצלך בבית.,0=tamˈaʁ
names,נהוראי הטלפון שלך מצלצל כבר שעה.,0=nehoʁˈai
names,הודיה הטלפון שלך מצלצל כבר שעה.,0=hodaja
names,איתמר איפה האופנוע שלך חונה?,0=ʔitamˈaʁ
names,אביגיל הכל זורם איתך?,0=ʔaviɡˈajil
names,נויה יש לך אולי מטען בשבילי?,0=nˈoja
names,הלל מגיע לך ליהנות קצת.,0=hilˈel
names,אבישג אני אראה אותך מחר?,0=ʔaviʃˈaɡ
names,ליאל לא שמעתי ממך מילה כל היום.,0=liˈel
names,תהילה הכל בסדר אצלך?,0=tehilˈa
names,נופר המעיל שלך נשאר אצלי באוטו.,0=nofˈaʁ
names,ליאן אני אדבר איתך כבר מחר בבוקר.,0=liˈan
names,עידו מתי אתה מגיע לפה?,0=ʔidˈo
names,ירון ראיתי אתמול את אחיך.,0=jaʁˈon
names,יניב מה קורה עם המבחן?,0=janˈiv
names,אורן התיק שלך במשרד.,0=ʔˈoʁen
names,אלי אתה בא למשחק היום?,0=ʔˈeli
names,אלעד תביא איתך מים.,0=ʔelˈad
names,יואב שכחת את המפתחות שוב.,0=joˈav
names,עידן כמה זמן ייקח לך להגיע?,0=ʔidˈan
names,שרון איפה שמת את המחשב?,0=ʃaʁˈon
names,ליאור תקנה לחם בדרך חזרה.,0=liˈoʁ
names,עדי מתי אנחנו נפגשות?,0=ʔadˈi
names,מיכל תודה על העזרה אתמול.,0=miχˈal
names,מורן התקשרתי אלייך בבוקר.,0=moʁˈan
names,קרן המצגת שלך הייתה מצוינת.,0=kˈeʁen
names,דפנה תשמרי לי מקום.,0=dafnˈa
names,שירלי איזה יום בשבוע נוח לך?,0=ʃˈiʁli
names,ענת סיימת את העבודה שלך?,0=ʔanˈat
names,יעל הכל נשאר אותו דבר.,0=jaˈel
names,מירי ראית מה קרה אתמול?,0=mˈiʁi
names,רותם תגיד לי אם אתה בא.,0=ʁˈotem
names,מתן רציתי לשאול אותך שאלה.,0=matˈan
names,שי איך הייתה החופשה שלך?,0=ʃai
names,ניר אל תשכח להתקשר לרופא.,0=niʁ
names,גלעד תביא לי את הספר ההוא.,0=ɡilˈad
names,ארז המכונית צריכה טיפול.,0=ʔˈeʁez
names,עומר מה התוכניות שלך למחר?,0=ʔˈomeʁ
names,אסף תשמור על אחותך הקטנה.,0=ʔasˈaf
names,חן אני ממש עייפה היום.,0=χen
names,אלון כמה עולה הכרטיס הזה?,0=ʔalˈon
names,שחר תיקח את הכלב לטיול.,0=ʃˈaχaʁ
names,יובל תנעל את הדלת בבקשה.,0=juvˈal
names,זיו הבנתי שאתה עובר דירה.,0=ziv
names,נעם מה אתה רוצה לאכול הערב?,0=nˈoam
names,הילה המבחן עבר בהצלחה.,0=hilˈa
names,אורית מתי מתחיל הסרט?,0=ʔoʁˈit
names,דורון תדליק את המזגן בסלון.,0=doʁˈon
names,ברק מישהו חיפש אותך בטלפון.,0=baʁˈak
names,ליהי איפה החולצה הכחולה שלי?,0=lˈihi
names,צחי שלחתי לך מייל חשוב.,0=tsˈaχi
names,קובי תבדוק אם נשאר חלב.,0=kˈobi
names,שלומי מתי אתה יוצא מהעבודה?,0=ʃlˈomi
names,מאור אל תאחר לפגישה מחר.,0=maˈoʁ
names,אליאב סגרת את החלון בחדר?,0=ʔeliˈav
names,נעמה איזה יופי לראות אותך.,0=naamˈa
names,גלית קניתי לך מתנה קטנה.,0=ɡalˈit
names,אורלי תזכירי לי להתקשר אליו.,0=ʔˈoʁli
names,משה אתה צריך עזרה עם זה?,0=moʃˈe
names,דוד אני כבר מחכה לך בחוץ.,0=davˈid
names,יצחק תכבה את האור כשאתה יוצא.,0=ʔitsχˈak
names,אהרון תשאל את המורה על התרגיל.,0=ʔahaʁˈon
names,שרה הכנתי עוגה טעימה לשבת.,0=saʁˈa
names,רבקה המרק חם מאוד עכשיו.,0=ʁivkˈa
names,רחל אני אלך לישון מוקדם היום.,0=ʁaχˈel
names,לאה השארתי את הכסף על השולחן.,0=leˈa
names,פנינה מתי אפשר לבוא לבקר?,0=pninˈa
names,שושנה תשלחי לי הודעה כשתגיעי.,0=ʃoʃanˈa
names,יפה החבילה שלך הגיעה לדואר.,0=jafˈa
names,מרים איפה אפשר למצוא את זה?,0=miʁjˈam
names,אסתר את יודעת מה השעה?,0=ʔestˈeʁ
names,יהודה הכלב לא מפסיק לנבוח.,0=jehudˈa
names,בנימין הבגדים עדיין רטובים.,0=binjamˈin
names,שמעון אני לא מסכים איתך בכלל.,0=ʃimˈon
names,ראובן בוא נלך לאכול איפשהו.,0=ʁeuvˈen
names,אורי הילד שלך בוכה בחוץ.,0=ʔuʁˈi
names,אמיר קנית כרטיסים למשחק הערב?,0=ʔamˈiʁ
names,אופיר הכל בסדר בעבודה החדשה?,0=ʔofˈiʁ
names,אוהד תעזור לי להרים את הארגז.,0=ʔohˈad
names,הדר מתי יש לך יום הולדת?,0=hadˈaʁ
names,רעות תביאי שמיכה כי קר פה.,0=ʁeˈut
names,דקלה תשמעי את השיר החדש הזה.,0=diklˈa
names,ענבל התור שלך לרופא בוטל.,0=ʔinbˈal
names,יפעת המסעדה פתוחה היום בערב?,0=jifˈat
names,לירון מה עשית בסוף השבוע?,0=liʁˈon
names,אילן אני מחפש את הטלפון שלי.,0=ʔilˈan
names,נדב תחזור הביתה לפני החושך.,0=nadˈav
names,אליהו הרכב לא מניע לי הבוקר.,0=ʔelijˈahu
names,יונתן הבאתי לך את הספר שביקשת.,0=jonatˈan
names,אריאל מצאתי את המפתחות שאיבדת.,0=ʔaʁiˈel
names,בר אני אדבר איתך מאוחר יותר.,0=baʁ
names,שיר יש לך רעיון מה לעשות?,0=ʃiʁ
names,מור קראתי את הכתבה שלך אתמול.,0=moʁ
names,רז תגיד לי אם אתה צריך משהו.,0=ʁaz
names,דור איך עבר המבחן בפיזיקה?,0=doʁ
names,דין איפה שמים את הפח הזה?,0=din
names,בן המחשב שלי הפסיק לעבוד שוב.,0=ben
names,רון איזה מזג אוויר יפה היום.,0=ʁon
names,זאב תקרא את המכתב שקיבלת מהבנק.,0=zeˈev
names,צבי איפה אתה קונה את הירקות שלך?,0=tsvi
names,דוב העוגיות האלה ממש טעימות.,0=dov
names,אריה תשב פה רגע לידי.,0=ʔaʁjˈe
names,נתן ראיתי את זה כבר בטלוויזיה.,0=natˈan
names,פלג מה רצית לומר לי בבוקר?,0=pˈeleɡ
names,אפיק המגבות בארון למעלה.,0=ʔafˈik
names,ירדן אל תשכחי לנעול את הרכב.,0=jaʁdˈen
names,כנרת איפה את חושבת שתהיי מחר?,0=kinˈeʁet
names,גולן נראה לי שירד גשם הערב.,0=ɡolˈan
names,אלמוג שמעת על מה שקרה בחדשות?,0=ʔalmˈoɡ
names,ענבר המנהל רוצה לדבר איתך דחוף.,0=ʔinbˈaʁ
names,ספיר התכשיט הזה מאוד יפה עליך.,0=sapˈiʁ
names,יהלום תזהרי לא ליפול שם במדרגות.,0=jahalˈom
names,טופז באיזו שעה יוצאת הרכבת מפה?,0=topˈaz
names,ברקת קניתי שמלה חדשה למסיבה הערב.,0=baʁˈeket
names,פז אני מקווה שיהיה בסדר מחר.,0=paz
names,כספי למה אתה לא עונה לטלפונים?,0=kˈaspi
names,גפן תשתי קצת מים אחרי האימון.,0=ɡˈefen
names,תומר איך מגיעים לתחנה המרכזית עכשיו?,0=tˈomeʁ
names,אלכס המרק מוכן וצריך לאכול מהר.,0=ʔˈaleks
names,סתיו העלים כבר התחילו ליפול בחוץ.,0=stav
names,אביב המזגן שוב לא עובד כמו שצריך.,0=ʔavˈiv
names,עופר יש עומס תנועה בדרך אליך.,0=ʔˈofeʁ
names,ליבנת התשובה שנתת הייתה מאוד נכונה.,0=livnˈat
names,קורל בואי נשב לשתות קפה איפשהו.,0=koʁˈal
names,יהב האוטובוס עבר פה לפני דקה.,0=jahˈav
names,עילאי אל תדאג הכל יהיה בסדר.,0=ʔilˈai
names,אגם המים בים היום נעימים לשחייה.,0=ʔaɡˈam
names,מעיין תביאי את המחברת שלך לשיעור.,0=majaˈjan
names,רינת שמעתי שאת טסה לחוץ לארץ.,0=ʁinˈat
names,רונית הצלחת לסיים את הפרויקט בזמן?,0=ʁonˈit
names,אלונה מצאתי סוף סוף את המשקפיים שלי.,0=ʔalonˈa
names,מאירה מישהו דופק בדלת כבר חמש דקות.,0=meiʁˈa
names,ינון איך עברה הפגישה שלך בצהריים?,0=jinˈon
names,שילה אנחנו צריכים לצאת מיד למסיבה.,0=ʃilˈa
names,מלאכי העץ בחצר שלנו נפל בסערה.,0=malaχˈi
names,אליסף התנור כבר חם ואפשר להכניס.,0=ʔeljasˈaf
names,עמיחי הילדים מחכים לך מחוץ לבית הספר.,0=ʔamiχˈai
minimal stress pairs,הוא קיבל מכה כואבת בתוך ברך ימין,5=bˈeʁeχ
minimal stress pairs,הרב ברך את כל הקהל בברכת שלום,1=beʁˈeχ
minimal stress pairs,הם ישבו בפאב ושתו בירה קרה,5=bˈiʁa
minimal stress pairs,ירושלים היא עיר הבירה של ישראל,3=habˈiʁa
minimal stress pairs,אני אוהב להתעורר מוקדם בבוקר,4=babˈokeʁ
minimal stress pairs,הבוקר רכב על הסוס בשדות הפתוחים,0=habokˈeʁ
minimal stress pairs,הגובה של המגדל הזה מרשים מאוד,1=haɡˈova
minimal stress pairs,הגובה הגיע כדי לאסוף את החוב,0=haɡovˈe
minimal stress pairs,החוטפים דרשו כופר גבוה תמורת השחרור,3=kˈofeʁ
minimal stress pairs,הוא כופר בקיומו של כוח עליון,1=kofˈeʁ
minimal stress pairs,הוא איבד נעל אחת בדרך לבית,2=nˈaal
minimal stress pairs,הוא נעל את הדלת לפני שיצא,1=naˈal
minimal stress pairs,היה לו נחת רוח מההישגים של ילדיו,2=nˈaχat
minimal stress pairs,המטוס נחת בשלום על המסלול,1=naχˈat
minimal stress pairs,אנחנו אוכלים אורז לבן עם ירקות,2=ʔˈoʁez
minimal stress pairs,הוא אורז את המזוודה לקראת הטיסה,1=ʔoʁˈez
minimal stress pairs,הוא מכין אוכל טעים לכל המשפחה,2=ʔˈoχel
minimal stress pairs,הילד אוכל תפוח אדום בגינה,1=ʔoχˈel
minimal stress pairs,הוא הגיע לבקר אותנו רק פעם אחת,6=pˈaam
minimal stress pairs,הלב שלו פעם בחוזקה מרוב התרגשות,3=paˈam
minimal stress pairs,יש פער גדול בין הציפיות למציאות,1=pˈaaʁ
minimal stress pairs,הוא פער את פיו בתדהמה גדולה,1=paˈaʁ
minimal stress pairs,היה לו פחד גדול מהחושך,2=pˈaχad
minimal stress pairs,הוא פחד לצאת לבד בלילה,1=paχˈad
minimal stress pairs,הוא אכל פיתה חמה עם חומוס,2=pˈita
minimal stress pairs,הוא פיתה את הילדים בעזרת סוכריות,1=pitˈa
minimal stress pairs,הזמנו פיצה משפחתית עם תוספות,1=pˈitsa
minimal stress pairs,הוא פיצה את חברו על הנזק שנגרם,1=pitsˈa
minimal stress pairs,היה לו רעד קל בידיים מהקור,2=ʁˈaad
minimal stress pairs,הוא רעד מפחד כששמע את הרעש,1=ʁaˈad
minimal stress pairs,הילדים רצו מהר מאוד אל המגרש,2=ʁˈatsu
minimal stress pairs,הם רצו לקנות מתנה יפה לאמא,1=ʁatsˈu
minimal stress pairs,הוא השאיר רושם מצוין בראיון,2=ʁˈoʃem
minimal stress pairs,הוא רושם את כל הפרטים במחברת,1=ʁoʃˈem
minimal stress pairs,יש לאוכל הזה טעם מיוחד מאוד,4=tˈaam
minimal stress pairs,הוא טעם מהתבשיל כדי לבדוק תיבול,1=taˈam
minimal stress pairs,היא הכינה פשטידת תרד ובולגרית,3=tˈeʁed
minimal stress pairs,בבקשה תרד למטה להביא את הדואר,1=teʁˈed
minimal stress pairs,הוא תוקף את היריב בכל הכוח,1=tokˈef
minimal stress pairs,המסמך הזה כבר אינו בתוקף,5=batˈokef
minimal stress pairs,הוא עשה צעד אחד קדימה לעבר הבמה,2=tsˈaad
minimal stress pairs,החייל צעד בגאווה בתוך המצעד,1=tsaˈad
minimal stress pairs,הוא צפה בטלוויזיה במשך שעות,1=tsafˈa
minimal stress pairs,הקצפת צפה על פני השוקו החם,1=tsˈafa
minimal stress pairs,הוא משתמש בצופן סודי להודעה,2=betsˈofen
minimal stress pairs,הוא צופן בחובו סודות רבים,1=tsofˈen
minimal stress pairs,יש צורך דחוף בתיקון התקלה,1=tsˈoʁeχ
minimal stress pairs,הוא צורך הרבה אנרגיה במהלך היום,1=tsoʁˈeχ
minimal stress pairs,היו לו רק כמה גרושים בכיס,5=ɡʁˈuʃim
minimal stress pairs,הם גרושים כבר יותר מעשר שנים,1=ɡʁuʃˈim
minimal stress pairs,היא לבשה חצאית מיני קצרה,3=mˈini
minimal stress pairs,הוא התמודד עם דחף מיני חזק,4=minˈi
minimal stress pairs,היא מנגנת על אורגנית בחדרה,3=ʔoʁɡanˈit
minimal stress pairs,היא קונה רק תוצרת אורגנית,4=ʔoʁɡˈanit
minimal stress pairs,הוא הרגיש זעם רב על העוול,2=zˈaam
minimal stress pairs,הוא זעם על העובדים שלו אתמול,1=zaˈam
minimal stress pairs,היה לו כעס עצור בתוך הלב,2=kˈaas
minimal stress pairs,הוא כעס מאוד כששמע את החדשות,1=kaˈas
minimal stress pairs,יש עליו לחץ רב בעבודה,2=lˈaχats
minimal stress pairs,הוא לחץ על הכפתור כדי להתחיל,1=laχˈats
minimal stress pairs,הוא עוסק בתוך סחר בינלאומי,3=sˈaχaʁ
minimal stress pairs,הוא סחר ביהלומים יקרי ערך,1=saχˈaʁ
minimal stress pairs,הוא שמע לחש חרישי בחדר,2=lˈaχaʃ
minimal stress pairs,הוא לחש לה סוד באוזן,1=laχˈaʃ
minimal stress pairs,האריה הוא חיה חזקה ומלכותית,3=χajˈa
minimal stress pairs,היא חיה בקיבוץ במשך שנים,1=χˈaja
minimal stress pairs,הרופא בדק את דופק הלב שלו,3=dˈofek
minimal stress pairs,מישהו דופק חזק על הדלת,1=dofˈek
minimal stress pairs,הדבורה השאירה עוקץ בתוך העור,3=ʔˈokets
minimal stress pairs,הוא עוקץ את חבריו בבדיחות,1=ʔokˈets
minimal stress pairs,הגיע רק קומץ קטן של אנשים,3=kˈomets
minimal stress pairs,הוא קומץ את ידו לאגרוף,1=komˈets
minimal stress pairs,יש לו אוסף גדול של בולים,2=ʔˈosef
minimal stress pairs,הוא אוסף את הילדים מהגן,1=ʔosˈef
minimal stress pairs,היה לו דחף פתאומי לרוץ,2=dˈaχaf
minimal stress pairs,הוא דחף את העגלה הכבדה,1=daχˈaf
minimal stress pairs,הצבא הנחית מכה של מחץ,4=mˈaχats
minimal stress pairs,הוא מחץ את הזבוב על הקיר,1=maχˈats
minimal stress pairs,היא שותה קולה קרה עם קרח,2=kˈola
minimal stress pairs,קולה היה נעים מאוד,0=kolˈa
minimal stress pairs,היא רצה מהר כדי להספיק לאוטובוס,1=ʁˈatsa
minimal stress pairs,הוא רצה לקנות מכונית חדשה,1=ʁatsˈa
minimal stress pairs,הוא הרגיש כאב בתוך עורף הצוואר,4=ʔˈoʁef
minimal stress pairs,התליין עורף את ראש הנידון,1=ʔoʁˈef
minimal stress pairs,השמש זורחת במזרח כל בוקר,0=haʃˈemeʃ
minimal stress pairs,הוא שמש כעוזר בבית הכנסת,1=ʃimˈeʃ
minimal stress pairs,קראתי את המאמר בתוך פרק א',4=pˈeʁek
minimal stress pairs,הוא פרק את כל הציוד מהמשאית,1=paʁˈak
minimal stress pairs,אני אוהב לאכול סלט עם טחינה,5=tχinˈa
minimal stress pairs,פעולת טחינה של הקפה לוקחת זמן,1=tχinˈa
minimal stress pairs,החברה מפעילה הרבה בוטים לקידום,3=bˈotim
minimal stress pairs,הם אנשים בוטים וגסי רוח,2=botˈim
minimal stress pairs,טיילנו ליד נחל יפה בצפון,3=nˈaχal
minimal stress pairs,הוא נחל הצלחה גדולה בפרויקט,1=naχˈal
minimal stress pairs,היא קלעה צמה ארוכה בשיער,2=tsamˈa
minimal stress pairs,היא צמה כל יום שש שעות,1=tsˈama
minimal stress pairs,הוא שתה כוס מים קרים,1=ʃatˈa
minimal stress pairs,היא שתה בספינה גדולה,1=ʃˈata
minimal stress pairs,היא אפתה חלה מתוקה לשבת,2=χalˈa
minimal stress pairs,השנה חלה עליית מחירים גדולה,1=χˈala
minimal stress pairs,נשמע רעם חזק בשמיים,1=ʁˈaam
minimal stress pairs,קולו רעם בתוך החדר הסגור,1=ʁaˈam
minimal stress pairs,היה סחף גדול של אדמה בגשם,2=sˈaχaf
minimal stress pairs,הנאום שלו סחף את כל הקהל,3=saχˈaf
minimal stress pairs,היה דחק גדול בתוך התור,2=dˈaχak
minimal stress pairs,הוא דחק בו לסיים את העבודה,1=daχˈak
minimal stress pairs,הוא השתמש במחק כדי לתקן,3=maχˈak
minimal stress pairs,הוא מחק את כל הקבצים בטעות,1=maχˈak
minimal stress pairs,הוא בעל את הקרקע,1=baˈal
minimal stress pairs,הבעל שלה יצא מהבית,0=habˈaal
minimal stress pairs,החברה מואשמת בעושק של עובדים חלשים,2=beʔˈoʃek
minimal stress pairs,הוא עושק את העובדים שלו,1=ʔoʃˈek
minimal stress pairs,התינוק זחל על השטיח בסלון,1=zaχˈal
minimal stress pairs,ראינו זחל ירוק על העלה,1=zˈaχal
minimal stress pairs,הוא ילד קטן וחמוד מאוד,1=jˈeled
minimal stress pairs,הוא ילד אותה בלידה שלה,1=jilˈed
minimal stress pairs,מה האורך של השולחן הזה?,2=haʔˈoʁeχ
minimal stress pairs,זה אורך יותר מידי זמן,1=ʔoʁˈeχ
minimal stress pairs,קנינו טרופית קרה לילדים,1=tʁopˈit
minimal stress pairs,זוהי סביבה טרופית לחה מאוד,2=tʁˈopit
minimal stress pairs,הוא שותה סודה עם לימון,2=sˈoda
minimal stress pairs,הוא גילה את סודה הכמוס,3=sodˈa
minimal stress pairs,הספינה הטילה עוגן בנמל,3=ʔˈoɡen
minimal stress pairs,הוא עוגן את הסירה למזח,1=ʔoɡˈen
minimal stress pairs,זהו מהלך תקציבי חשוב מאוד,2=taktsivˈi
minimal stress pairs,תקציבי לעצמך זמן להרגע ולנשום,0=taktsevˈi
minimal stress pairs,החיה הזו ערסית ומסוכנת,2=ʔaʁsˈit
minimal stress pairs,לפי הלבוש שלה היא נראית ערסית,5=ʔˈaʁsit
minimal stress pairs,הם חלו במחלה קשה לצערנו,1=χˈalu
minimal stress pairs,החוקים החדשים חלו על כולם,3=χˈalu
minimal stress pairs,הם שבו הביתה לאחר המלחמה,1=ʃˈavu
minimal stress pairs,הם שבו את החיילים בקרב,1=ʃavˈu
minimal stress pairs,הם בנו בית חדש בשכונה,1=banˈu
minimal stress pairs,הוא האמין בנו מהרגע הראשון,2=bˈanu
minimal stress pairs,הוא ביצע מעשה אונס חמור,3=ʔˈones
minimal stress pairs,הוא אונס את החוק לפרשנות שלא מתאימה לו,1=ʔonˈes
minimal stress pairs,גילה היא ילדה מאוד חכמה,0=ɡˈila
minimal stress pairs,הוא גילה את האמת המרה,1=ɡilˈa
minimal stress pairs,יש לנו הרבה מזל בחיים,1=lˈanu
minimal stress pairs,הם לנו במלון במהלך הטיול,1=lˈanu
minimal stress pairs,המשטרה הטילה עוצר על העיר,3=ʔˈotseʁ
minimal stress pairs,הנהג עוצר לפני מעבר החצייה,1=ʔotsˈeʁ
minimal stress pairs,הוא קיבל עודף מהקופאית,2=ʔˈodef
minimal stress pairs,יש לה משקל עודף,3=ʔodˈef
minimal stress pairs,הוא קוצר את הפירות של עמלו,1=kotsˈeʁ
minimal stress pairs,יש לו קוצר נשימה במאמץ,2=kˈotseʁ
minimal stress pairs,אבי הוא האדם הכי יקר לי,0=ʔavˈi
minimal stress pairs,אבי הלך לקנות לחם במכולת,0=ʔˈavi
minimal stress pairs,"עלי מיד לאכול, כבר נהיה מאוחר",0=ʔalˈai
minimal stress pairs,עלי הוא חבר טוב שלי,0=ʔˈali
homographs,הוא נסע עם איזה רכב חדש כי הוא לא רכב על אופניים.,4=ʁˈeχev 9=ʁaχˈav
homographs,הוא קרא ספר מעניין בזמן שהוא ישב אצל ספר נשים.,2=sˈefeʁ 8=sapˈaʁ
homographs,הוא הוסיף מלח למרק החם כי הוא מלח מנוסה מאוד.,2=mˈelaχ 7=malˈaχ
homographs,הילד אכל גזר כתום ומתוק,2=ɡˈezeʁ
homographs,הוא הלך באיזו דרך ארוכה ואז דרך על קוץ קטן.,4=dˈeʁeχ 7=daʁˈaχ
homographs,השופט גזר עשר שנות מאסר על הנאשם,1=ɡazˈaʁ
homographs,הוא עמד ליד כל פתח בבניין ואז פתח את הדלת.,4=pˈetaχ 7=patˈaχ
homographs,זה היה רצח אכזרי במיוחד והרוצח רצח ללא שום רחמים.,2=ʁˈetsaχ 6=ʁatsˈaχ
homographs,אין שום קשר הגיוני לזה שהוא קשר את השרוכים מהר.,2=kˈeʃeʁ 6=kaʃˈaʁ
homographs,הוא באמת גבר חזק ומוצלח כי הוא גבר על המכשולים.,2=ɡˈeveʁ 7=ɡavˈaʁ
homographs,הוא שתל איזה צמח ירוק בגינה והוא צמח ממש מהר.,3=tsˈemaχ 7=tsamˈaχ
homographs,קראתי ספר מרתק בסוף השבוע,1=sˈefeʁ
homographs,הוא ספר את הכסף לפני שנכנס לחנות,1=safˈaʁ
homographs,היה הרבה מתח נוראי בחדר כשהוא מתח את החבל העבה.,2=mˈetaχ 7=matˈaχ
homographs,הוא שימש ככלי עזר מצוין בפרויקט ואז עזר לכל החברים.,3=ʔˈezeʁ 7=ʔazˈaʁ
homographs,הוא קיבל חלק ממש קטן למרות שזה משטח חלק לחלוטין.,2=χˈelek 8=χalˈak
homographs,הוא מזג שמן זית לסלט כדי לא להיות שמן מדי.,2=ʃˈemen 8=ʃamˈen
homographs,הוא חצה את הכביש והלך אל עבר השקיעה,6=ʔˈeveʁ
homographs,הזמן עבר מהר מאוד בזמן שנהנינו,1=ʔavˈaʁ
homographs,הוא בנה איזה פסל מדהים לגמרי אבל השופט פסל אותו.,3=pˈesel 8=pasˈal
homographs,יש לו זקן לבן וארוך כי הוא אדם זקן מאוד.,2=zakˈan 8=zakˈen
homographs,הוא טייל בכל שדה פתוח ופתאום ראה שדה ממש מפחידה.,3=sadˈe 8=ʃedˈa
homographs,הוא קשר את הסירה בעזרת חבל עבה,5=χˈevel
homographs,חבל מאוד שלא הגעת למסיבה אתמול,0=χavˈal
homographs,הלכנו בתוך דרך עפר צרה בין השדות,2=dˈeʁeχ
homographs,כל אלה הם קבוצת האנשים שהביאו אלה מעץ לתוך הקרב.,1=ʔˈele 7=ʔalˈa
homographs,הוא דרך בטעות על שלולית מים גדולה,1=daʁˈaχ
homographs,הוא שמע איזה זמר ישן ויפה שהקליט זמר מאוד מפורסם.,3=zˈemeʁ 7=zamˈaʁ
homographs,הוא קטף איזה פרח אדום ויפה בדיוק כשהוא פרח בגינה.,3=pˈeʁaχ 8=paʁˈaχ
homographs,האוכל שהכנת היה פשוט מצוין,0=ʔˈoχel
homographs,הוא אוכל תפוח אדום בכל בוקר,1=ʔoχˈel
homographs,הוא ישב לנוח מעט בצל העץ הגדול ואכל לחם עם בצל.,4=tsel 10=batsˈal
homographs,קטפתי פרח יפה בגינה הציבורית,1=pˈeʁaχ
homographs,הוא קנה איזה דגם מפואר וחדש לרכב אחרי שהוא דגם אותו.,3=dˈeɡem 9=daɡˈam
homographs,עץ השקד פרח בלבן עם בוא האביב,2=paʁˈaχ
homographs,הגלגל של המכונית התפנצ'ר באמצע הדרך,0=haɡalɡˈal
homographs,זה היה טבח נוראי ואכזרי והרוצח היה בעבר טבח במסעדה.,2=tˈevaχ 9=tabˈaχ
homographs,הוא היה מלך חזק ועוצמתי והוא מלך על העם שנים רבות.,2=mˈeleχ 7=malˈaχ
homographs,הוא חיכה לשמוע איזה פסק דין קשה השופט פסק להם היום.,4=psak 8=pasˈak
homographs,הילד גלגל את הכדור במורד הגבעה,1=ɡilɡˈel
homographs,יש לו גבה מאוד ארוכה,2=ɡabˈa
homographs,הפקיד גבה ממני תשלום על השירות,1=ɡavˈa
homographs,מכל הדלק של הרכב כמעט התרוקן,1=hadˈelek
homographs,השוטר דלק אחרי הגנב שברח מהמקום,1=dalˈak
homographs,זה כלל ברור וידוע בציבור שהוא כלל את כולם בתוך החשבון.,1=klal 7=kalˈal
homographs,הוא בדק כל פרט חשוב וקטן במסמך ואז פרט המון כסף.,3=pʁat 9=paʁˈat
homographs,הלוחם שלף את החרב מן הנדן,3=haχˈeʁev
homographs,המבנה העתיק חרב לחלוטין ברעידת האדמה,2=χaʁˈav
homographs,הוא חתך גזר דק למרק החם ואז גזר את הקופסה במספריים.,2=ɡˈezeʁ 8=ɡazˈaʁ
homographs,הספינה הגיעה סוף סוף אל היבשה,5=hajabaʃˈa
homographs,יש לשיר קצב מעולה ושמח וזה מתאים לכל קצב שעובד שם.,2=kˈetsev 8=katsˈav
homographs,הכביסה יבשה לגמרי בזכות השמש החזקה,1=javeʃˈa
homographs,אכלתי ירק ירוק ובריא בארוחת הצהריים,1=jˈeʁek
homographs,האיש ירק על המדרכה בניגוד לחוק,1=jaʁˈak
homographs,זה לקח איזה משך זמן די ארוך ואז הוא משך בחבל.,3=mˈeʃeχ 9=maʃˈaχ
homographs,הוא יצא אתמול בבוקר,1=jatsˈa
homographs,הוא יצא מחר בבוקר,1=jetsˈe
homographs,יש כלל ברור שצריך לעקוב אחריו,1=klal
homographs,הסכום כלל גם את דמי המשלוח,1=kalˈal
homographs,הוא ראה סדק עמוק וארוך בקיר אחרי שהוא סדק אותו בכוונה.,2=sˈedek 8=sadˈak
homographs,הוא אדם רשע אכזר ורע ויש בו רשע נורא וחסר גבולות.,2=ʁaʃˈa 8=ʁˈeʃa
homographs,זה היה פשע חמור ונוראי ממש כי הוא פשע בכוונה תחילה.,2=pˈeʃa 8=paʃˈa
homographs,הלכנו לאיבוד בתוך מדבר צחיח,3=midbˈaʁ
homographs,הוא לקח זרע אחד קטן של עגבנייה ואז זרע אותו בגינה.,2=zˈeʁa 9=zaʁˈa
homographs,הוא יצא לטייל בכל טבע הארץ היפה למרות שהוא טבע בעבר.,5=tˈeva 10=tavˈa
homographs,הוא מדבר בטלפון כבר חצי שעה,1=medabˈeʁ
homographs,הוא קנה צבע לבן ויפה לחדר ואז צבע את כל הקירות.,2=tsˈeva 8=tsavˈa
homographs,למדתי פרק אחד מתוך משנה יומית,4=miʃnˈa
homographs,הוא הקריא קטע קצר ומרתק מהעיתון ואז קטע את דברי חברו.,2=kˈeta 8=katˈa
homographs,הוא קרא קריאת שמע בבוקר מיד אחרי שהוא שמע את ההודעה.,3=ʃma 9=ʃamˈa
homographs,הוא משנה את דעתו בכל פעם מחדש,1=meʃanˈe
homographs,הוא עבד בתור מלצר במשך הקיץ,1=ʔavˈad
homographs,הוא חווה סבל נוראי וכואב בעבודה כי הוא היה סבל במקצועו.,2=sˈevel 9=sabˈal
